Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City
B-26100,72,16,2,Clothing,Shirt,COD,31-03-2018,Hitika,Madhya Pradesh,Indore
B-25830,71,0,8,Clothing,Skirt,COD,26-10-2018,Aastha,Himachal Pradesh,Simla
B-25932,71,-14,4,Furniture,Furnishings,COD,04-01-2018,Bhutekar,Madhya Pradesh,Indore
B-25929,154,-85,3,Furniture,Chairs,EMI,02-01-2018,Girase,Kerala ,Thiruvananthapuram
B-25708,191,13,8,Furniture,Furnishings,COD,01-07-2018,Kishwar,Madhya Pradesh,Indore
B-25921,170,19,5,Clothing,T-shirt,UPI,25-12-2018,Sandra,Punjab,Amritsar
B-25755,47,-3,2,Clothing,Stole,UPI,19-08-2018,Shourya,Kerala ,Thiruvananthapuram
B-25640,122,-47,4,Clothing,Saree,EMI,27-04-2018,Paridhi,Rajasthan,Jaipur
B-25838,70,26,5,Clothing,Hankerchief,COD,29-10-2018,Sanjana,Madhya Pradesh,Indore
B-26025,155,5,3,Clothing,Stole,EMI,19-02-2018,Bhavna,Sikkim,Gangtok
B-25789,67,-86,9,Furniture,Furnishings,COD,22-09-2018,Akshay,Uttar Pradesh,Lucknow
B-25697,67,-42,3,Clothing,Stole,COD,22-06-2018,Vijay,Jammu and Kashmir,Kashmir
B-25797,148,-101,2,Furniture,Bookcases,UPI,30-09-2018,Sauptik,Madhya Pradesh,Indore
B-26064,122,38,6,Clothing,T-shirt,Credit Card,16-03-2018,Ankita,Maharashtra,Mumbai
B-25732,16,-5,2,Clothing,Stole,UPI,27-07-2018,Anubhaw,Karnataka,Bangalore
B-25654,121,-17,3,Furniture,Furnishings,Credit Card,10-05-2018,Sabah,Maharashtra,Mumbai
B-25750,42,-15,12,Clothing,Skirt,UPI,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-25751,65,-4,6,Clothing,Hankerchief,COD,14-08-2018,Nishant,Maharashtra,Mumbai
B-25889,119,-43,7,Clothing,Kurti,Credit Card,03-12-2018,Abhishek,Gujarat,Surat
B-25683,155,56,3,Furniture,Furnishings,EMI,08-06-2018,Shreya,Kerala ,Thiruvananthapuram
B-25602,119,-5,8,Clothing,Saree,Credit Card,01-04-2018,Vrinda,Maharashtra,Pune
B-25871,118,25,4,Clothing,Hankerchief,Credit Card,21-11-2018,Gunjal,Gujarat,Surat
B-25953,116,22,1,Electronics,Accessories,Credit Card,14-01-2018,Krutika,Andhra Pradesh,Hyderabad
B-25950,158,-29,10,Clothing,Hankerchief,EMI,13-01-2018,Shruti,Madhya Pradesh,Indore
B-26091,158,69,3,Clothing,Stole,EMI,27-03-2018,Manju,Andhra Pradesh,Hyderabad
B-25753,65,-52,3,Electronics,Accessories,COD,17-08-2018,Shivam,Uttar Pradesh,Lucknow
B-25611,160,-59,2,Clothing,Saree,EMI,11-04-2018,Anita,Kerala ,Thiruvananthapuram
B-25935,162,20,3,Furniture,Chairs,EMI,04-01-2018,Sudhir,Nagaland,Kohima
B-25886,63,1,4,Clothing,T-shirt,COD,28-11-2018,Brijesh,Rajasthan,Udaipur
B-25833,64,27,5,Clothing,Hankerchief,UPI,29-10-2018,Krishna,Madhya Pradesh,Indore
B-25665,166,-113,4,Electronics,Accessories,EMI,21-05-2018,Chayanika,Kerala ,Thiruvananthapuram
B-25694,167,43,7,Clothing,T-shirt,EMI,18-06-2018,Subhasmita,Rajasthan,Jaipur
B-25668,123,17,3,Furniture,Furnishings,COD,24-05-2018,Rhea,Himachal Pradesh,Simla
B-25945,63,14,2,Clothing,Shirt,COD,11-01-2018,Mhatre,Madhya Pradesh,Indore
B-25954,891,0,5,Clothing,Saree,COD,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25818,75,28,9,Clothing,Hankerchief,UPI,14-10-2018,Sandeep,Madhya Pradesh,Indore
B-25861,62,6,5,Clothing,Hankerchief,COD,15-11-2018,Aayush,Uttar Pradesh,Lucknow
B-25721,29,-18,7,Clothing,Skirt,UPI,16-07-2018,Anchal,Haryana,Chandigarh
B-26024,168,18,6,Clothing,Stole,Debit Card,19-02-2018,Vandana,Himachal Pradesh,Simla
B-26056,70,24,3,Clothing,Stole,UPI,10-03-2018,Sonal,Bihar,Patna
B-26050,169,55,4,Clothing,Saree,Debit Card,06-03-2018,Paridhi,Rajasthan,Jaipur
B-25708,32,-8,2,Clothing,Stole,COD,01-07-2018,Kishwar,Madhya Pradesh,Indore
B-25651,44,-8,3,Clothing,Stole,UPI,07-05-2018,Anurag,Madhya Pradesh,Indore
B-25616,116,-56,5,Clothing,Stole,Credit Card,15-04-2018,Kanak,Goa,Goa
B-25827,156,21,3,Furniture,Chairs,COD,23-10-2018,Sheetal,Madhya Pradesh,Indore
B-25996,62,6,6,Clothing,Skirt,COD,04-02-2018,Prashant,Delhi,Delhi
B-25830,54,1,2,Clothing,Saree,UPI,26-10-2018,Aastha,Himachal Pradesh,Simla
B-25951,111,11,9,Clothing,Hankerchief,Credit Card,13-01-2018,Jesal,West Bengal,Kolkata
B-25713,158,-63,4,Furniture,Chairs,UPI,08-07-2018,Raksha,West Bengal,Kolkata
B-25678,7,-3,2,Clothing,Skirt,UPI,03-06-2018,Bathina,Karnataka,Bangalore
B-25901,61,28,2,Clothing,Hankerchief,UPI,10-12-2018,Suraj,Gujarat,Surat
B-25798,61,-50,4,Clothing,Hankerchief,COD,01-10-2018,Shishu,Andhra Pradesh,Hyderabad
B-25902,154,26,4,Electronics,Accessories,COD,10-12-2018,Ishpreet,Maharashtra,Mumbai
B-25851,62,1,3,Clothing,Saree,COD,06-11-2018,Kushal,Nagaland,Kohima
B-25944,169,38,3,Clothing,Saree,Debit Card,10-01-2018,Syed,Maharashtra,Pune
B-25939,61,18,2,Electronics,Accessories,COD,05-01-2018,Vineet,Sikkim,Gangtok
B-25656,61,-23,2,Clothing,Saree,COD,11-05-2018,Priyanka,Maharashtra,Pune
B-25695,171,14,9,Clothing,Shirt,Debit Card,18-06-2018,Suhani,West Bengal,Kolkata
B-25781,60,-49,8,Clothing,Hankerchief,COD,14-09-2018,Rutuja,Gujarat,Ahmedabad
B-25783,25,-11,1,Clothing,Stole,UPI,15-09-2018,Shivangi,Madhya Pradesh,Indore
B-25867,163,26,4,Clothing,Shirt,COD,17-11-2018,Ankit,Sikkim,Gangtok
B-25993,173,86,1,Electronics,Printers,Debit Card,03-02-2018,Madhav,Delhi,Delhi
B-25755,257,-3,2,Furniture,Bookcases,UPI,19-08-2018,Shourya,Kerala ,Thiruvananthapuram
B-25880,108,37,2,Clothing,Stole,Credit Card,24-11-2018,Apoorv,Rajasthan,Udaipur
B-25941,177,41,4,Clothing,Shirt,Debit Card,07-01-2018,Jaideep,Nagaland,Kohima
B-25757,106,15,7,Clothing,Hankerchief,Credit Card,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25754,41,-14,5,Clothing,Leggings,UPI,18-08-2018,Akshay,Bihar,Patna
B-25653,168,-10,3,Electronics,Accessories,UPI,08-05-2018,Farah,Nagaland,Kohima
B-25821,60,21,4,Clothing,Stole,COD,16-10-2018,Ajay,West Bengal,Kolkata
B-25706,31,-11,4,Clothing,Stole,COD,01-07-2018,Swetlana,Goa,Goa
B-26064,179,0,2,Clothing,Saree,Debit Card,16-03-2018,Ankita,Maharashtra,Mumbai
B-25803,106,12,3,Clothing,Trousers,Credit Card,05-10-2018,Shivanshu,Madhya Pradesh,Indore
B-26076,60,13,2,Clothing,T-shirt,COD,21-03-2018,Jahan,Madhya Pradesh,Bhopal
B-25603,180,5,3,Clothing,Trousers,Debit Card,03-04-2018,Jahan,Madhya Pradesh,Bhopal
B-25903,60,-10,2,Furniture,Furnishings,COD,10-12-2018,Amlan,Madhya Pradesh,Indore
B-25938,59,25,3,Clothing,Stole,COD,05-01-2018,Shikhar,Himachal Pradesh,Simla
B-25868,170,73,2,Electronics,Accessories,UPI,18-11-2018,Vikash,Goa,Goa
B-25956,59,10,2,Clothing,Hankerchief,COD,17-01-2018,Shreya,Maharashtra,Mumbai
B-25652,24,-21,7,Clothing,Skirt,COD,08-05-2018,Tushina,Goa,Goa
B-25883,105,-26,8,Clothing,Leggings,Credit Card,27-11-2018,Saptadeep,Gujarat,Surat
B-26096,103,46,2,Clothing,Saree,Credit Card,28-03-2018,Atharv,West Bengal,Kolkata
B-25969,171,17,6,Clothing,T-shirt,UPI,21-01-2018,Shreyshi,Gujarat,Surat
B-25951,102,13,2,Clothing,Stole,Credit Card,13-01-2018,Jesal,West Bengal,Kolkata
B-25855,98,12,2,Clothing,Hankerchief,Credit Card,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal
B-26091,59,10,4,Clothing,Leggings,COD,27-03-2018,Manju,Andhra Pradesh,Hyderabad
B-25954,189,60,4,Furniture,Furnishings,Debit Card,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25763,58,-52,3,Furniture,Chairs,COD,27-08-2018,Noshiba,Gujarat,Ahmedabad
B-25945,60,3,3,Clothing,Saree,UPI,11-01-2018,Mhatre,Madhya Pradesh,Indore
B-25740,58,-8,2,Clothing,Saree,COD,03-08-2018,Rane,Maharashtra,Mumbai
B-25818,94,20,2,Furniture,Furnishings,UPI,14-10-2018,Sandeep,Madhya Pradesh,Indore
B-25603,193,-166,3,Clothing,Saree,EMI,03-04-2018,Jahan,Madhya Pradesh,Bhopal
B-25964,199,0,4,Clothing,Stole,EMI,20-01-2018,Oshin,Maharashtra,Pune
B-25930,202,89,9,Clothing,T-shirt,EMI,03-01-2018,Monica,Punjab,Chandigarh
B-25930,58,17,2,Clothing,Hankerchief,COD,03-01-2018,Monica,Punjab,Chandigarh
B-25879,57,-28,2,Clothing,Kurti,COD,24-11-2018,Siddharth,Madhya Pradesh,Indore
B-25903,204,-94,4,Clothing,Hankerchief,EMI,10-12-2018,Amlan,Madhya Pradesh,Indore
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,13-04-2018,Vandana,Himachal Pradesh,Simla
B-25750,22,-12,3,Clothing,Stole,COD,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-25852,97,17,2,Clothing,Stole,Credit Card,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad
B-26008,57,24,5,Clothing,Leggings,COD,09-02-2018,Kalyani,Tamil Nadu,Chennai
B-26092,97,14,2,Clothing,T-shirt,Credit Card,27-03-2018,Ramesh,Gujarat,Ahmedabad
B-25689,97,17,2,Clothing,Stole,Credit Card,14-06-2018,Bhaggyasree,Maharashtra,Mumbai
B-25730,96,22,5,Clothing,Stole,Credit Card,22-07-2018,Rishabh,Rajasthan,Jaipur
B-25885,94,27,2,Clothing,Shirt,Credit Card,28-11-2018,Shatayu,Madhya Pradesh,Indore
B-25999,26,-17,1,Clothing,Stole,COD,05-02-2018,Diwakar,Delhi,Delhi
B-26011,93,44,2,Clothing,Stole,Credit Card,12-02-2018,Bharat,Gujarat,Ahmedabad
B-25754,93,-65,4,Clothing,Stole,Credit Card,18-08-2018,Akshay,Bihar,Patna
B-26030,92,5,6,Clothing,Hankerchief,Credit Card,21-02-2018,Sarita,Maharashtra,Pune
B-25851,57,27,2,Clothing,T-shirt,COD,06-11-2018,Kushal,Nagaland,Kohima
B-25870,57,7,3,Furniture,Furnishings,COD,20-11-2018,Pranav,Andhra Pradesh,Hyderabad
B-26074,57,21,4,Clothing,Leggings,COD,21-03-2018,Bharat,Gujarat,Ahmedabad
B-25861,128,4,3,Clothing,Saree,COD,15-11-2018,Aayush,Uttar Pradesh,Lucknow
B-25797,89,-4,5,Clothing,Saree,Credit Card,30-09-2018,Sauptik,Madhya Pradesh,Indore
B-25993,221,26,7,Furniture,Furnishings,COD,03-02-2018,Madhav,Delhi,Delhi
B-25799,205,-119,3,Clothing,Saree,Debit Card,01-10-2018,Divyansh,Gujarat,Ahmedabad
B-25721,191,51,5,Clothing,Shirt,UPI,16-07-2018,Anchal,Haryana,Chandigarh
B-26056,206,18,4,Clothing,Hankerchief,Debit Card,10-03-2018,Sonal,Bihar,Patna
B-25743,56,0,4,Clothing,Hankerchief,COD,07-08-2018,Aman,Nagaland,Kohima
B-25854,88,16,4,Clothing,Stole,Credit Card,08-11-2018,Shubham,Maharashtra,Pune
B-25748,224,58,3,Electronics,Phones,UPI,12-08-2018,Nitant,Rajasthan,Jaipur
B-25976,193,8,4,Clothing,T-shirt,UPI,25-01-2018,Piyam,Punjab,Amritsar
B-25953,87,36,5,Clothing,Stole,Credit Card,14-01-2018,Krutika,Andhra Pradesh,Hyderabad
B-25996,189,4,1,Clothing,Saree,UPI,04-02-2018,Prashant,Delhi,Delhi
B-25717,55,-33,2,Furniture,Chairs,COD,12-07-2018,Manshul,Uttar Pradesh,Lucknow
B-25865,85,-1,3,Clothing,Saree,Credit Card,15-11-2018,Arun,Madhya Pradesh,Indore
B-25959,252,56,2,Electronics,Phones,UPI,18-01-2018,Muskan,Madhya Pradesh,Indore
B-25855,197,73,1,Furniture,Bookcases,COD,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal
B-25703,17,-3,2,Clothing,Stole,UPI,28-06-2018,Ekta,Madhya Pradesh,Indore
B-26049,100,28,2,Clothing,Hankerchief,UPI,05-03-2018,Lisha,Madhya Pradesh,Bhopal
B-25755,80,-19,5,Clothing,Stole,UPI,19-08-2018,Shourya,Kerala ,Thiruvananthapuram
B-26070,75,29,1,Clothing,Trousers,UPI,18-03-2018,Shruti,Karnataka,Bangalore
B-25755,26,4,2,Clothing,Saree,UPI,19-08-2018,Shourya,Kerala ,Thiruvananthapuram
B-26047,55,12,5,Clothing,Skirt,COD,04-03-2018,Ashmi,Madhya Pradesh,Indore
B-25604,157,5,9,Clothing,Saree,UPI,03-04-2018,Divsha,Rajasthan,Jaipur
B-25651,200,-60,4,Furniture,Bookcases,UPI,07-05-2018,Anurag,Madhya Pradesh,Indore
B-25983,230,5,2,Clothing,Saree,UPI,30-01-2018,Atul,Delhi,Delhi
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,10-03-2018,Sonal,Bihar,Patna
B-25940,55,4,2,Clothing,Stole,COD,06-01-2018,Vivek,Goa,Goa
B-25766,220,-19,2,Clothing,Saree,Debit Card,30-08-2018,Surabhi,Rajasthan,Jaipur
B-25935,150,32,3,Clothing,Hankerchief,COD,04-01-2018,Sudhir,Nagaland,Kohima
B-25970,203,84,2,Electronics,Printers,UPI,22-01-2018,Rhea,Maharashtra,Mumbai
B-26053,93,31,3,Electronics,Accessories,UPI,09-03-2018,Kirti,Jammu and Kashmir,Kashmir
B-25947,290,35,6,Clothing,Hankerchief,COD,13-01-2018,Chetan,Gujarat,Ahmedabad
B-25856,48,6,1,Clothing,Saree,COD,10-11-2018,Abhijeet,Maharashtra,Mumbai
B-26030,221,35,4,Electronics,Accessories,Debit Card,21-02-2018,Sarita,Maharashtra,Pune
B-26069,55,18,2,Clothing,Kurti,COD,17-03-2018,Sanskriti,West Bengal,Kolkata
B-25653,227,102,8,Electronics,Accessories,Debit Card,08-05-2018,Farah,Nagaland,Kohima
B-25627,55,-39,4,Clothing,Stole,COD,23-04-2018,Hitika,Madhya Pradesh,Indore
B-25947,207,33,2,Electronics,Accessories,UPI,13-01-2018,Chetan,Gujarat,Ahmedabad
B-25801,64,6,4,Clothing,Saree,COD,01-10-2018,Aryan,Madhya Pradesh,Bhopal
B-25964,89,6,5,Clothing,Saree,COD,20-01-2018,Oshin,Maharashtra,Pune
B-25950,54,27,2,Clothing,Stole,COD,13-01-2018,Shruti,Madhya Pradesh,Indore
B-25878,84,41,3,Clothing,T-shirt,Credit Card,24-11-2018,Mrinal,Maharashtra,Mumbai
B-25773,209,-21,2,Electronics,Electronic Games,UPI,06-09-2018,Shreya,Kerala ,Thiruvananthapuram
B-26081,79,33,4,Clothing,Stole,UPI,22-03-2018,Aarushi,Tamil Nadu,Chennai
B-26027,54,8,4,Clothing,T-shirt,COD,20-02-2018,Sagar,Nagaland,Kohima
B-25967,229,59,9,Clothing,Saree,Debit Card,21-01-2018,Sudevi,Uttar Pradesh,Prayagraj
B-25901,158,38,3,Clothing,Hankerchief,UPI,10-12-2018,Suraj,Gujarat,Surat
B-25951,248,105,2,Electronics,Phones,Debit Card,13-01-2018,Jesal,West Bengal,Kolkata
B-25853,199,6,2,Clothing,Saree,UPI,08-11-2018,Gaurav,Gujarat,Ahmedabad
B-25923,253,-11,1,Clothing,Trousers,Debit Card,27-12-2018,Gopal,Maharashtra,Mumbai
B-25793,257,-252,4,Clothing,Saree,Debit Card,24-09-2018,Siddharth,Madhya Pradesh,Indore
B-26068,193,33,5,Electronics,Accessories,COD,16-03-2018,Shefali,Rajasthan,Jaipur
B-26080,109,35,6,Clothing,T-shirt,COD,22-03-2018,Sonakshi,Jammu and Kashmir,Kashmir
B-25843,214,30,3,Electronics,Accessories,COD,03-11-2018,Mrunal,Maharashtra,Mumbai
B-26002,141,7,7,Clothing,Saree,COD,08-02-2018,Harsh,Delhi,Delhi
B-25993,201,32,4,Furniture,Furnishings,UPI,03-02-2018,Madhav,Delhi,Delhi
B-26070,54,12,4,Clothing,Shirt,COD,18-03-2018,Shruti,Karnataka,Bangalore
B-25887,83,6,6,Clothing,Shirt,EMI,01-12-2018,Vishakha,Uttar Pradesh,Prayagraj
B-25654,54,-3,3,Clothing,Saree,COD,10-05-2018,Sabah,Maharashtra,Mumbai
B-25898,53,5,3,Clothing,T-shirt,COD,07-12-2018,Abhishek,Rajasthan,Udaipur
B-25664,258,-27,2,Electronics,Phones,Debit Card,20-05-2018,Pratyusmita,Bihar,Patna
B-26012,199,8,2,Clothing,Saree,COD,13-02-2018,Pearl,Maharashtra,Pune
B-25979,82,-27,3,Clothing,Kurti,EMI,27-01-2018,Shivangi,Madhya Pradesh,Indore
B-26054,139,36,3,Clothing,Stole,COD,10-03-2018,Mayank,Maharashtra,Mumbai
B-25757,53,15,2,Clothing,Stole,COD,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25623,53,1,4,Clothing,Stole,COD,22-04-2018,Atharv,West Bengal,Kolkata
B-25824,101,38,2,Furniture,Furnishings,COD,20-10-2018,Shyam,Madhya Pradesh,Indore
B-25754,262,215,2,Electronics,Printers,Debit Card,18-08-2018,Akshay,Bihar,Patna
B-25693,82,-39,5,Clothing,T-shirt,EMI,18-06-2018,Parna,Madhya Pradesh,Bhopal
B-25638,154,39,3,Clothing,Hankerchief,COD,26-04-2018,Parth,Maharashtra,Pune
B-25922,52,18,2,Clothing,Stole,COD,26-12-2018,Akshata,Gujarat,Surat
B-25919,1599,37,6,Electronics,Electronic Games,UPI,23-12-2018,Neha,Rajasthan,Udaipur
B-25989,338,41,7,Clothing,Hankerchief,UPI,01-02-2018,Anjali,Delhi,Delhi
B-25999,51,-49,2,Electronics,Electronic Games,COD,05-02-2018,Diwakar,Delhi,Delhi
B-25661,224,-81,3,Furniture,Chairs,COD,17-05-2018,Subhashree,Jammu and Kashmir,Kashmir
B-26099,207,37,4,Clothing,Hankerchief,COD,30-03-2018,Bhishm,Maharashtra,Mumbai
B-25866,51,14,2,Clothing,Stole,COD,16-11-2018,Komal,Himachal Pradesh,Simla
B-26098,82,8,3,Electronics,Accessories,EMI,29-03-2018,Pinky,Jammu and Kashmir,Kashmir
B-26062,50,-17,2,Clothing,Stole,COD,15-03-2018,Tushina,Goa,Goa
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,25-08-2018,Madhav,Uttar Pradesh,Mathura
B-25843,50,7,6,Clothing,Skirt,COD,03-11-2018,Mrunal,Maharashtra,Mumbai
B-25683,245,-3,4,Electronics,Phones,UPI,08-06-2018,Shreya,Kerala ,Thiruvananthapuram
B-25959,82,24,6,Clothing,Hankerchief,EMI,18-01-2018,Muskan,Madhya Pradesh,Indore
B-25787,229,-41,8,Electronics,Accessories,COD,20-09-2018,Asish,Jammu and Kashmir,Kashmir
B-25951,50,14,1,Electronics,Electronic Games,COD,13-01-2018,Jesal,West Bengal,Kolkata
B-26056,220,40,2,Electronics,Accessories,COD,10-03-2018,Sonal,Bihar,Patna
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,29-04-2018,Kirti,Jammu and Kashmir,Kashmir
B-26093,81,-41,5,Clothing,Leggings,EMI,27-03-2018,Sarita,Maharashtra,Pune
B-25775,50,-17,2,Clothing,Stole,COD,08-09-2018,Duhita,Haryana,Chandigarh
B-26093,49,5,4,Clothing,Hankerchief,COD,27-03-2018,Sarita,Maharashtra,Pune
B-25851,237,47,9,Clothing,T-shirt,UPI,06-11-2018,Kushal,Nagaland,Kohima
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,10-06-2018,Sheetal,Madhya Pradesh,Indore
B-25651,49,3,1,Clothing,Shirt,COD,07-05-2018,Anurag,Madhya Pradesh,Indore
B-25793,63,-24,6,Clothing,Kurti,COD,24-09-2018,Siddharth,Madhya Pradesh,Indore
B-25708,81,-51,7,Clothing,Stole,EMI,01-07-2018,Kishwar,Madhya Pradesh,Indore
B-25847,264,71,10,Furniture,Furnishings,Debit Card,03-11-2018,Aniket,Haryana,Chandigarh
B-25954,48,11,2,Clothing,Shirt,COD,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25997,48,15,1,Clothing,Hankerchief,COD,04-02-2018,Yogesh,Maharashtra,Pune
B-25650,245,-78,2,Electronics,Printers,UPI,06-05-2018,Chirag,Maharashtra,Mumbai
B-25883,146,42,5,Clothing,Hankerchief,UPI,27-11-2018,Saptadeep,Gujarat,Surat
B-25945,245,10,2,Furniture,Bookcases,COD,11-01-2018,Mhatre,Madhya Pradesh,Indore
B-25981,245,91,2,Furniture,Bookcases,UPI,28-01-2018,Amruta,Delhi,Delhi
B-25862,80,3,3,Clothing,Stole,EMI,15-11-2018,Amol,Bihar,Patna
B-25877,269,33,5,Furniture,Chairs,Debit Card,24-11-2018,Dashyam,Gujarat,Surat
B-26090,80,22,3,Clothing,Stole,EMI,27-03-2018,Sagar,Nagaland,Kohima
B-26050,284,44,6,Clothing,Hankerchief,COD,06-03-2018,Paridhi,Rajasthan,Jaipur
B-26072,313,44,3,Electronics,Electronic Games,COD,20-03-2018,Sweta,Maharashtra,Mumbai
B-25916,80,-26,9,Clothing,Skirt,EMI,20-12-2018,Utkarsh,Gujarat,Surat
B-25722,48,-8,8,Clothing,Stole,COD,17-07-2018,Inderpreet,Himachal Pradesh,Simla
B-25746,87,16,2,Clothing,Saree,UPI,10-08-2018,Shivam,Maharashtra,Pune
B-25753,47,-114,5,Furniture,Furnishings,COD,17-08-2018,Shivam,Uttar Pradesh,Lucknow
B-25956,140,28,2,Electronics,Phones,COD,17-01-2018,Shreya,Maharashtra,Mumbai
B-25996,47,1,2,Clothing,Stole,COD,04-02-2018,Prashant,Delhi,Delhi
B-25896,79,-2,2,Furniture,Furnishings,EMI,05-12-2018,Aman,Maharashtra,Mumbai
B-25796,78,-64,7,Clothing,Stole,EMI,24-09-2018,Sukrith,Maharashtra,Mumbai
B-25798,47,-3,2,Clothing,Stole,COD,01-10-2018,Shishu,Andhra Pradesh,Hyderabad
B-26043,185,48,4,Clothing,Stole,UPI,01-03-2018,Amit,Sikkim,Gangtok
B-26028,77,36,2,Clothing,Shirt,EMI,20-02-2018,Manju,Andhra Pradesh,Hyderabad
B-25812,259,47,5,Clothing,Hankerchief,UPI,10-10-2018,Kshitij,Madhya Pradesh,Indore
B-25605,75,0,7,Clothing,Saree,EMI,05-04-2018,Kasheen,West Bengal,Kolkata
B-25702,75,0,3,Clothing,Shirt,EMI,27-06-2018,Shaily,Maharashtra,Mumbai
B-25940,46,0,4,Clothing,Leggings,COD,06-01-2018,Vivek,Goa,Goa
B-26087,46,13,3,Clothing,Hankerchief,COD,26-03-2018,Vandana,Himachal Pradesh,Simla
B-25955,200,13,5,Electronics,Phones,COD,16-01-2018,Shiva,Maharashtra,Pune
B-25626,46,-14,1,Electronics,Phones,COD,23-04-2018,Bhishm,Maharashtra,Mumbai
B-25811,126,52,4,Clothing,Hankerchief,UPI,10-10-2018,Utsav,Maharashtra,Mumbai
B-25856,74,29,3,Clothing,Stole,EMI,10-11-2018,Abhijeet,Maharashtra,Mumbai
B-25628,45,13,4,Clothing,Skirt,COD,24-04-2018,Pooja,Bihar,Patna
B-26016,74,9,3,Clothing,Shirt,UPI,14-02-2018,Hazel,Karnataka,Bangalore
B-25999,129,11,2,Electronics,Phones,UPI,05-02-2018,Diwakar,Delhi,Delhi
B-26043,122,50,7,Clothing,Stole,UPI,01-03-2018,Amit,Sikkim,Gangtok
B-25743,74,-51,3,Clothing,Stole,UPI,07-08-2018,Aman,Nagaland,Kohima
B-26014,278,39,5,Furniture,Chairs,Debit Card,13-02-2018,Divsha,Rajasthan,Jaipur
B-25876,282,14,4,Clothing,Trousers,Debit Card,24-11-2018,Bhosale,Punjab,Amritsar
B-25785,45,0,2,Clothing,T-shirt,COD,15-09-2018,Ayush,West Bengal,Kolkata
B-25810,45,6,3,Clothing,Shirt,COD,10-10-2018,Nripraj,Punjab,Chandigarh
B-25833,45,16,3,Clothing,Stole,COD,29-10-2018,Krishna,Madhya Pradesh,Indore
B-25931,73,-36,3,Furniture,Chairs,UPI,04-01-2018,Sidharth,Maharashtra,Mumbai
B-25852,45,12,4,Clothing,Hankerchief,COD,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad
B-25738,72,-6,3,Clothing,Saree,UPI,02-08-2018,Ayush,Punjab,Chandigarh
B-25921,71,-44,5,Electronics,Accessories,UPI,25-12-2018,Sandra,Punjab,Amritsar
B-25685,45,-2,4,Clothing,Shirt,COD,10-06-2018,Sheetal,Madhya Pradesh,Indore
B-25996,286,140,6,Clothing,Shirt,Debit Card,04-02-2018,Prashant,Delhi,Delhi
B-25663,294,138,2,Electronics,Printers,Debit Card,19-05-2018,Pournamasi,Madhya Pradesh,Indore
B-25888,223,4,3,Electronics,Phones,COD,02-12-2018,Rohan,Punjab,Amritsar
B-25677,20,-2,1,Electronics,Accessories,UPI,02-06-2018,Ekta,West Bengal,Kolkata
B-26045,302,75,6,Furniture,Furnishings,Debit Card,03-03-2018,Nidhi,Nagaland,Kohima
B-26002,113,28,2,Clothing,Saree,UPI,08-02-2018,Harsh,Delhi,Delhi
B-25953,44,2,3,Clothing,Hankerchief,COD,14-01-2018,Krutika,Andhra Pradesh,Hyderabad
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,17-04-2018,Sagar,Nagaland,Kohima
B-25702,306,-147,3,Clothing,Saree,Debit Card,27-06-2018,Shaily,Maharashtra,Mumbai
B-25799,70,-64,5,Clothing,Stole,UPI,01-10-2018,Divyansh,Gujarat,Ahmedabad
B-25985,44,11,4,Clothing,Stole,COD,31-01-2018,Ginny,Madhya Pradesh,Indore
B-25952,44,14,3,Clothing,Hankerchief,COD,13-01-2018,Priyanka,Madhya Pradesh,Indore
B-25754,319,312,5,Clothing,Saree,Debit Card,18-08-2018,Akshay,Bihar,Patna
B-25770,287,-280,12,Furniture,Chairs,UPI,02-09-2018,Sakshi,Madhya Pradesh,Indore
B-25954,44,10,3,Clothing,Stole,COD,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25657,288,-180,4,Furniture,Chairs,COD,13-05-2018,Tulika,Madhya Pradesh,Bhopal
B-25801,49,-31,2,Clothing,Stole,COD,01-10-2018,Aryan,Madhya Pradesh,Bhopal
B-26000,43,-10,4,Clothing,Skirt,COD,06-02-2018,Shubham,Delhi,Delhi
B-25897,43,5,3,Clothing,Stole,COD,06-12-2018,Rohan,Madhya Pradesh,Indore
B-25681,68,-27,3,Electronics,Accessories,UPI,04-06-2018,Bhawna,Madhya Pradesh,Indore
B-25852,320,144,1,Electronics,Printers,Debit Card,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad
